age,income,credit_score,debt_to_income,employment_years,loan_amount,default
41,30422.781013668504,825,0.33695035132193507,24,96882.73818284621,0
68,77615.11428198431,778,0.9552339322440232,30,43449.60554333558,0
35,41816.2320722975,435,0.8068369518438558,19,79242.80859024054,0
40,18483.803220234033,306,0.7989516671017994,36,44939.56644883131,0
18,27216.630773264646,398,0.36110531326911854,6,23536.379919401323,0
76,23360.57691668978,766,0.7548384988450111,9,93696.56785489764,0
68,25189.93453125191,429,0.6140526522744604,5,71493.3466060754,0
19,10058.842888860154,624,0.37521443234833696,24,86490.18039105338,0
22,37317.102218747386,365,0.3082799169372119,5,12492.559177020743,0
35,6956.004042568623,317,0.7888353147121949,16,70785.54161243551,0
33,21838.626849073928,443,0.596799991331748,21,64400.02685538376,0
27,9151.514836777247,567,0.0369953862067095,22,48913.24643362621,0
70,15494.817865840081,663,0.021699043959359066,28,15067.510273149039,0
46,24460.71621343726,615,0.8419706641931,6,42063.213449227274,0
52,34006.678814629915,783,0.08981920906453034,34,62150.98969281033,0
42,36717.018343676755,769,0.5193617686722835,38,68069.76903386456,0
59,19999.933775172307,609,0.6086638085618074,19,12581.126543858527,0
74,36143.7110924207,339,0.9159621225756234,25,44938.67444620521,0
41,21347.533161424297,801,0.5145263695857665,28,43126.32999920659,0
30,15427.472049604701,303,0.19402879619037539,28,78838.20533998453,1
38,26546.48281035583,759,0.26067052327582185,6,5079.660048955222,0
59,13922.344950572387,706,0.04885602177554682,33,78763.45150874495,1
60,20607.37056971353,469,0.22205737109667578,4,78568.85015200918,0
56,17337.865976937563,699,0.8151402152902147,12,70012.25762313446,0
51,10147.464478627302,847,0.7568786124893631,5,90075.60094944038,0
36,25972.256107690708,572,0.08194287390163024,31,47051.70117000899,1
45,23670.822463358105,481,0.47959750893299546,35,10512.952634163568,0
44,39153.9184791611,765,0.30182264908517664,32,33818.527672629796,0
67,8653.913013686482,646,0.6499487664945289,32,61513.688452520364,0
43,15418.945803171382,724,0.9613405436488748,18,32966.67661427891,0
28,38715.66181192348,639,0.6306867565108698,17,63661.809476493494,0
66,28703.807160996555,551,0.7456995493212337,13,5318.691388307655,1
52,31640.27992649605,398,0.39812818971084296,20,7963.86032060207,0
37,45518.470205885526,794,0.032687789088982844,38,2041.075837069861,0
29,15029.641487491688,588,0.4180987629194227,33,97619.9266300448,0
74,14298.340033910199,837,0.5107955862517392,30,26902.60267361485,0
45,33791.7673703881,586,0.49267996322315355,16,79759.77803704854,0
19,30238.819026112178,348,0.2335430873403972,6,88797.59429111407,1
74,20689.801847654348,493,0.47499267006089174,20,16603.322747580976,0
18,20397.12901727038,714,0.7179928279715894,6,20713.05128208954,0
26,13555.067472153289,315,0.31147651726879766,0,38853.582918903245,0
39,48495.8355622601,408,0.6340026676785446,21,50902.27452779175,0
73,60671.42240106803,689,0.15323410051394426,21,53939.487566745614,0
68,38505.327824887696,386,0.2780461660743796,22,39182.701122284336,1
57,30529.72661660475,666,0.8839279100875673,27,59036.571020189986,1
44,29582.567068329437,308,0.6266223678176776,39,73872.42209967163,0
26,25990.961378262633,645,0.08583950574674304,29,70312.13382773752,0
24,9124.294796057278,745,0.26463681920415394,9,3990.5943257469003,0
53,17363.099496113347,568,0.993961214280656,11,59736.34602219139,0
71,33186.31820342812,787,0.2701048519525465,15,71549.89504558554,0
65,14422.055557336822,829,0.5805089593350374,20,20866.602032406965,0
55,23806.48535052053,400,0.5503473083524119,12,60758.358038738865,1
67,39280.28214756468,344,0.4023635580846775,3,11971.764203080322,0
19,39596.435818717226,707,0.03377777805748672,36,66829.93236398294,0
60,35192.42489019304,587,0.2843369525181165,29,62420.37011832728,0
22,25383.234810338385,306,0.9533492518378548,25,24854.907659287863,0
34,32823.278046448904,575,0.01919092385135801,13,87657.28250696938,0
54,19522.097567915498,702,0.7156835018241858,36,80851.5236703594,0
75,51613.697763793316,665,0.8927496246834948,24,74161.66315329779,0
52,9942.904917546091,313,0.762386628145907,38,46496.16292817562,0
68,22787.605475818906,827,0.32324956972474694,26,23462.336661180372,0
25,17403.39924241538,713,0.5204678853308566,13,78435.80424650769,0
60,30983.350910163645,435,0.8675475167609992,1,22240.337814649858,0
20,18587.67068277731,634,0.9754577278233663,1,49206.60775397812,0
20,73796.2842910716,437,0.09702906822874524,32,38490.90484470577,0
18,34816.99720953534,719,0.12434979692199699,1,20997.937623033038,0
79,13369.116812703647,786,0.9558105972469166,33,61848.61213118797,0
41,5807.917455694335,323,0.8726244203514913,24,98224.94409340825,0
62,12469.307548400393,540,0.211075230186619,36,48151.25491313354,0
47,29165.334773382332,812,0.9701040536185362,26,50453.673058412474,0
59,19309.713286084167,629,0.2090020320560585,25,37900.93208334397,0
43,16533.44776256843,770,0.08851526727395609,21,23599.887423030887,0
55,15341.324266036536,657,0.6818856740145374,6,28974.852809619126,0
60,33353.33955508011,757,0.5397960161011758,12,87706.33065196623,0
57,18665.67436554749,716,0.23966502800258327,27,94863.97280465663,0
68,17719.741836100264,842,0.9282778410460697,27,82797.17613838374,0
79,36215.74328706135,376,0.4042398786163095,23,3618.1189484423717,0
60,48098.49605126837,361,0.4029065902169633,34,61172.041412554005,0
55,12620.338260605859,846,0.6318258521652769,32,55377.97299234803,0
61,39698.57365640372,474,0.23079504473104018,36,77701.68616022983,0
67,20842.787579164,746,0.5868475054816473,8,78275.42004561792,0
20,34859.990829593335,321,0.36398514764517875,2,44373.039157005056,0
30,30570.467771674397,433,0.6950088341921954,1,29465.584422462554,0
53,22248.178048051366,823,0.2477074688664408,21,10633.026866100749,0
58,22724.060962450167,752,0.18546192256784533,20,61520.89054834546,1
65,30765.0815282131,399,0.24981376362409247,36,28087.125239143057,0
29,12730.507404855553,500,0.9359348265605442,23,96499.2596991114,0
37,12439.105127496714,483,0.849228926152085,13,5628.057319673214,0
56,62346.13324227047,446,0.8288983941661467,32,96464.73669063118,0
61,39491.79294494535,578,0.780694663006408,16,50079.32485954462,0
25,36178.60948696026,598,0.6369507222788052,20,61052.32477199014,0
70,20372.144926560413,579,0.09839922388913291,12,58770.02103106087,0
64,9706.66108957256,686,0.32465191911344715,39,75518.03589628913,0
19,16896.98314195617,524,0.5618687187871413,10,9999.455418158304,0
28,27038.865926589977,697,0.10574972677720507,1,88897.35741218258,0
73,39159.957983892804,716,0.03011638530574623,36,79313.58395316057,0
38,27286.973417582118,454,0.09342855054503385,27,85166.39311436235,0
54,27671.092102407314,345,0.10806964502597638,2,49052.59604245464,0
72,20217.27081836114,410,0.109538388768185,14,70082.5901102137,0
23,30481.248579204894,527,0.19017222501505848,23,46269.15954777269,0
36,13981.044785763068,601,0.4990966519405603,7,13905.304314822686,0
47,23438.109580036984,381,0.28545064340356874,5,30898.577105818065,0
63,19639.614215438552,443,0.8601325012697765,31,28562.641850868713,0
56,45374.30650152609,441,0.8761385807950703,34,17437.50853683801,0
61,5282.539724257571,640,0.9202497542258703,12,24890.283709881976,0
79,20417.641238621018,726,0.4711591383207899,27,50352.88313883032,0
66,24949.6072406236,774,0.774041798353772,3,42799.05694422987,0
53,8718.735206377216,836,0.5909828152553075,30,33587.25354823242,0
37,31896.62075235057,442,0.1443725939597551,0,90765.43036446717,0
71,20623.772888411168,713,0.6356986010938649,29,78092.19881919459,0
71,13670.883388355398,343,0.8370210356687482,7,1249.4325139913653,0
27,36653.09039491779,540,0.3479406767902882,39,57465.813046144794,0
41,15185.43327468217,381,0.7466753269323572,13,70287.55272233779,0
77,33000.45206826729,694,0.7745172467297909,27,6287.210220390295,0
50,24180.917101986517,798,0.6435833257306772,33,12285.963605720372,0
46,17944.008460322624,365,0.8832742955427145,38,28577.635852393178,0
72,13297.417414918784,577,0.14482136069670515,3,61769.62467276809,0
47,15417.511905484387,648,0.8434166411473416,23,92389.21643657652,0
53,34197.04645061701,347,0.6107310689682462,26,49099.425055051644,0
62,39203.43839949969,582,0.8556622972103767,10,98247.87145096141,1
23,31177.444459528204,649,0.532677621408531,22,93737.28393173333,0
75,21707.44152078263,708,0.327962536320202,31,64098.63926252313,1
64,31146.024791295724,611,0.8971936564855724,3,46340.42767736067,0
31,25801.502588971132,690,0.8774035930781127,18,68476.6142226505,0
74,16301.795450667647,832,0.2676776569956051,6,79328.96419132376,1
20,13932.926255497212,532,0.7441082209949079,32,94364.03188208929,0
41,18829.939920785084,389,0.09129470907944437,13,75598.16934053552,0
36,16037.484415484227,305,0.0859779343185677,12,39763.99462528449,0
55,23503.824521553735,309,0.5114044549811144,5,49836.98509401647,0
51,49173.034437427064,636,0.03576159101005749,18,5654.3509630706285,0
26,25334.858069380585,614,0.43375308572864,8,3845.7383975347275,1
47,45917.28322321035,411,0.7907476188206229,34,28870.030813904294,0
49,22032.224026004435,379,0.8894736736977957,25,80803.79210324454,0
30,20254.134749106877,752,0.2547814322882378,3,32605.151008455778,1
35,10326.670888672723,347,0.07698026667369917,27,12574.646550602409,0
61,30330.078192018107,390,0.6306543916465998,26,36256.74688260514,0
70,15866.321697123929,375,0.2648328410841697,6,31251.907793695977,0
39,14323.902492899804,384,0.02344817921266318,8,98942.38017156976,0
21,13272.107740137688,562,0.13119797917553577,33,97164.23032171401,0
77,26290.0408121852,700,0.9383557483676175,7,73955.77506057244,0
40,16498.748116571827,533,0.8750763116005724,9,83064.1482242253,0
78,50179.18224745943,515,0.8296174042819585,0,26131.90811613723,0
24,38542.12178356545,644,0.33947354065340163,7,54229.773829300124,0
61,16863.856214522835,473,0.7145227346133857,38,99850.99679823132,0
72,6720.594508206787,336,0.9570147810933531,38,32998.20606462608,0
28,23369.573045727386,828,0.5675810972080787,16,98632.9081473953,0
56,18863.345401103958,619,0.33309620901829373,17,19637.5276527686,0
78,34370.79585624623,612,0.7993294341496245,33,62393.96748166656,0
75,22175.214551047342,768,0.43033747808104594,34,78412.04827536193,0
76,39162.49432624392,344,0.5773436917986222,2,59724.68203570225,0
59,28187.605595475135,372,0.5412113405137599,11,31581.645832517497,0
58,11633.676303355393,664,0.21741785472722674,3,81584.44823986913,0
51,15161.717663197163,408,0.000667414227272789,35,20972.80491546111,0
22,17549.38577132417,646,0.9988360514309589,8,43598.347729971734,0
59,20247.228430363986,437,0.41683177304290353,34,28694.250199506398,0
42,19248.267642046445,481,0.28381647160820567,2,50043.69214246081,0
45,31546.40498531055,603,0.7658816067952666,24,39353.97328002312,0
78,28322.244904148738,626,0.5925247127296103,25,18730.69655328603,0
31,17844.139127311813,813,0.880459878393912,36,74446.89012898399,0
44,30680.308400238828,379,0.7811010094772404,26,18485.481484979457,0
33,12264.128658887412,417,0.28176926377439915,27,55018.87662973384,0
44,31243.62365698449,561,0.5922442622705506,18,80653.24129516639,0
19,34012.43761659235,379,0.5027019546016022,23,48843.63256664552,0
36,25279.494738333036,565,0.9550836672800567,36,88799.07113340819,0
40,28648.17132352944,692,0.23957013874000654,39,43452.13906524422,0
58,30594.22036954473,587,0.28383448777273623,37,97100.22326698947,0
31,37192.38990987628,301,0.9204282068721222,24,3465.4056401632306,0
64,31917.505330690816,795,0.4578108566628071,33,79316.10565216446,0
68,40285.64081085701,648,0.457254508000809,14,71078.06318989303,0
43,10031.950502670781,834,0.8682085990369148,15,61496.07757853023,1
25,23534.42806748279,720,0.2960505371057266,3,30314.51995713521,0
44,21526.21585439227,847,0.696897639635828,25,61460.721418356086,0
64,23768.70466403757,825,0.7215230733744082,38,59862.51599076644,1
57,34560.501441213346,770,0.44239834669958467,25,15790.848612484224,0
45,23493.923227252286,826,0.33396051716196196,27,88104.65522146557,0
21,23023.73621087352,590,0.7466556380705185,36,53926.92227823923,0
76,27820.19281222364,833,0.25592376168184683,37,9816.480906959154,0
78,10370.272107673789,591,0.8193099042023367,35,39765.22141295647,0
55,47954.77788902058,395,0.4164114741215481,9,22435.20887442573,0
28,20902.49240468345,792,0.018377319071910647,32,17694.53179703448,0
61,46097.20811725063,714,0.569271153768482,7,94690.41063832252,0
41,14367.053239592879,761,0.19441777519803727,37,67808.29031192945,0
45,13958.194567856592,795,0.4665652254828503,35,30856.91048277549,0
58,19657.587618118512,325,0.8083354712625112,20,68156.80718060373,0
35,22424.43141421555,329,0.1900130504360915,19,80500.9981990331,0
66,17087.993532098615,677,0.2081128240015494,33,32376.24294022763,0
38,14731.480774886713,658,0.4738459855023225,37,98496.54614735076,0
43,26509.323174530742,695,0.47650113472252087,27,88263.75519861025,0
20,45474.161861849665,408,0.4536699281560611,31,79915.96940832397,0
76,50493.83991255504,557,0.6944929777900223,11,71809.57829852177,0
30,19021.370030653266,633,0.26909794299298395,8,4835.206816711041,0
55,12839.976625475605,703,0.26052780146903276,14,3217.9704666843572,0
45,19313.653330293015,741,0.022361092833757756,12,17316.858678624252,0
31,51831.13001742086,530,0.3817346845236299,1,91775.81466042915,0
76,36841.37599208222,447,0.1957732079740191,19,22515.856399966833,0
18,26711.369756688517,845,0.5915983160547962,13,70412.39588143023,0
45,17439.3193606874,464,0.181170689735346,14,98010.24588095846,0
76,34751.84921446798,494,0.8945310520681183,28,93790.24270319472,0
53,68276.1919481079,782,0.8490143223864307,20,40629.309785929705,0
71,20509.347840563183,426,0.765169923859612,9,68429.39252350041,0
67,8224.50260534318,524,0.80852418586221,37,76170.49440537071,1
28,13186.13176038176,522,0.9595832680791121,20,55402.6169641278,0
60,22725.79878563067,454,0.3198089404268182,34,52779.94447538405,1
57,20376.923396598424,337,0.9798592010724211,16,23126.65143875875,0
21,43489.77648357327,721,0.8905226656419637,3,67914.6187291678,0
51,16386.38621892901,312,0.36189208962635366,13,30086.60134709693,0
18,20186.736150888857,648,0.8640739009566315,39,31551.953399924754,0
73,15934.977410354035,704,0.8973047961755108,31,27304.922456779343,0
27,32516.171526419217,524,0.03608831264570811,17,7516.776099347299,1
34,14324.941002222615,603,0.8759623693101222,33,84521.6404364139,0
24,19586.289855501833,345,0.43324460768358175,31,86443.33010845903,0
56,10283.234839399163,519,0.811343965729989,13,72651.736212192,0
30,16910.392772448617,377,0.11116399145972156,35,92846.36312233085,0
39,50583.6521279706,577,0.17218701077592802,33,63501.991955907186,0
73,53525.91120233012,828,0.978776124416611,5,64323.37375376424,0
75,30852.073410438352,396,0.41618051446712234,39,88880.19814195287,0
18,27462.92903747764,780,0.7984553362805293,34,21645.692485922533,0
45,16080.693525994684,401,0.7502441096844092,14,44111.27190667428,0
50,24331.22908215724,370,0.7860492706471166,19,70709.67069882443,0
30,23929.106084204588,457,0.7646223807831585,27,27597.014730669227,0
18,22218.834939899614,349,0.9139595793619968,36,23633.713095177704,1
55,32967.871780860325,701,0.5925868756185942,37,89928.88580726336,1
72,13742.931712895159,365,0.4254548020663288,20,99604.7522138219,0
75,79302.28916974479,534,0.9252298690503298,23,39254.42351023195,0
42,49632.05490765708,568,0.35695281330728446,9,24423.830705589444,0
59,14676.618363784286,556,0.6306987886282343,35,41041.49027699324,0
38,23243.537541741833,715,0.8552180718836182,8,31081.37613336294,0
50,16327.230120759321,388,0.9160174087295488,21,82354.12925818391,0
74,30275.36599418408,821,0.9494301211623446,36,90195.3105778744,0
54,21065.532033354655,798,0.6599327382040076,15,39701.23146952318,1
71,8596.823528538205,682,0.7202003659231931,23,60358.05233077255,0
74,13898.386899657238,776,0.49752069654260633,3,8797.600916500534,0
51,42755.124656823275,700,0.2848924905161698,22,46756.66226081703,0
79,19743.273028617226,533,0.01617952552228119,21,1676.941902412397,0
20,19653.27246837432,605,0.2220407354096675,1,67438.3729132951,0
47,30778.908478320638,358,0.9799593437317985,27,18426.049538637868,0
72,35241.4130908563,561,0.8063818298688233,18,87926.12187104658,0
20,21066.8637954961,749,0.4790359851022803,19,63372.84771578349,1
35,7457.695388912678,331,0.34359110684040894,27,92885.08695617566,0
40,14742.148700295727,368,0.06434437190804942,23,93878.53995198867,1
25,7540.285663411003,382,0.010136865406280005,26,17747.17111808396,1
26,10940.301850913253,770,0.7550605750615254,1,51803.37344541865,0
19,22891.99149604732,303,0.985573366606571,6,20350.605840075623,0
78,22541.468744468224,473,0.2538289122637548,0,45860.73391871173,0
19,41677.011284876884,404,0.27453676650397907,10,45559.33298065358,0
44,21668.709898295165,447,0.9346748719748816,30,73839.24185294076,0
65,14199.12967969126,421,0.6020618149999287,29,97636.15287325438,0
56,40193.42300166209,313,0.1738111295326077,12,63267.86591686109,1
79,52868.94356785067,807,0.04568651239115673,23,81787.34747119994,0
53,34831.837708099316,806,0.5635758108129995,17,40962.47275741833,0
22,21298.050683852678,686,0.4525572770119438,12,8209.488999300396,0
18,18882.405090748958,832,0.4320943918652149,16,51952.51676501036,0
39,12139.434319714957,616,0.9692643032946994,29,90489.3909459419,0
27,14837.930757339276,448,0.2628775156732529,18,24785.48959025799,0
62,17603.001649373575,804,0.4879905941945345,11,27023.21408884739,0
41,11360.084677837373,794,0.2133440135641289,25,11373.682545061407,0
76,18630.13146658567,736,0.3217891505042031,17,99685.20187196434,0
32,19133.507430876856,732,0.765893374520419,11,42058.70647976503,0
50,41655.77115347818,563,0.19730049313952658,1,30588.529162515624,0
67,9803.370887123468,400,0.6764844819355322,19,92750.4281553806,0
40,24009.56794628362,707,0.12964444006029519,5,81312.9003720126,0
31,11153.48669355652,381,0.19057274596742935,0,87819.62333729763,1
35,8283.394371158023,704,0.023093309649519833,25,95091.01772284202,0
42,17203.54479888841,423,0.630464587236748,6,85821.82125292084,1
39,22235.2598063818,563,0.990320487697388,31,98579.7867524841,0
61,41610.65235847733,540,0.6564753416908377,32,64295.28168273615,0
61,19252.117491574383,390,0.923321226064846,9,24848.339480853385,0
54,16827.22707514671,527,0.5264079062161766,14,17546.165749551186,0
24,15506.636155418284,453,0.6802864208464678,30,60624.2744834977,0
43,17004.6882278462,671,0.9255329652550253,23,36529.10966644531,0
41,3786.11531018815,660,0.08621901441504565,28,13993.079251993266,0
30,14623.093022523259,633,0.5974370974414805,17,79929.12504278852,0
58,32885.261799240696,780,0.5755289754275317,6,35629.006890392804,0
23,6458.904631567234,514,0.033151488527574435,33,45071.678518793866,0
38,17897.892800047528,841,0.15619932104418865,13,61566.78062446202,0
24,19065.7210581542,477,0.5523494744242324,19,40797.44250018462,0
35,31514.233155735357,745,0.49767512185160345,28,86760.71149881517,0
32,23349.775439801364,469,0.3438283300411389,36,98259.73231606548,0
25,27197.44388532299,455,0.6977176244086184,30,39141.897245139655,0
77,15169.23781513065,330,0.36023192076732913,18,18659.27344017708,0
69,9143.979430384281,666,0.7688687612417144,22,28534.351251163447,0
33,16898.682706532665,527,0.809237297105811,6,67721.91163393331,0
66,20509.882784854424,415,0.6445781197371747,5,9145.30263187268,1
20,39299.66352008051,758,0.27898096497428637,34,67786.98857037678,0
62,10787.6100002264,823,0.8026581011834893,28,53238.24358384023,0
26,62592.42394181389,600,0.25178719466565247,12,5490.1206427894895,0
69,24010.727504685183,621,0.30300951929775977,38,41660.844007392356,0
64,15054.17224169943,495,0.608805477517336,24,23826.834412001466,0
43,14668.555011799946,715,0.6890456331442625,33,13889.36514601275,0
43,20336.19857226074,724,0.3712903464562156,18,94149.35810570931,0
47,21293.644918974274,482,0.5913876655702524,3,29812.023573979204,0
44,22172.639698514773,816,0.2479886140439831,23,49911.64242495462,0
33,30296.492043890517,618,0.7948151927975527,32,61592.41797490989,0
65,15825.941682877545,559,0.9921281544349227,1,63267.062624893064,0
68,23229.297946062135,670,0.6983679727241496,1,38758.681449262534,0
21,18629.601289173857,596,0.3193652060758465,13,27682.21430771853,0
68,50179.3748230862,653,0.3487574066934441,10,56924.39451341377,0
36,8919.920271467689,354,0.03052545982379462,33,79672.43933207796,0
51,64381.37047860516,600,0.6469532194363943,37,89604.25839138447,0
23,14160.323150622511,614,0.6000211613204787,27,59557.1001290024,0
62,12800.604058013172,555,0.9545886238973369,38,53350.875088688736,0
32,18994.69330057197,480,0.40213453527159715,21,96625.3616822881,0
27,24539.46981528384,680,0.9329240986351091,32,21103.954953405515,0
71,18368.036640667124,607,0.7602478628088859,37,2665.2979318022954,0
59,29695.272871310972,822,0.2880031185013845,30,49759.524809000846,0
53,17593.148784746194,651,0.016432873018087157,13,6734.963990519837,0
63,15965.279594365711,422,0.7266611591781058,37,6860.013177442632,0
57,13873.206556299245,778,0.49634773831368195,8,4260.447604177134,0
23,41366.82625004062,767,0.9618559978025174,23,62213.370244350925,1
61,26693.9185950858,481,0.02210514848748213,28,62953.358928168105,0
57,12351.496209160663,689,0.5219048176834695,4,26312.181581500387,1
23,17568.032311144678,605,0.7888231263988573,38,45530.749596414134,0
32,11362.521011333034,555,0.7897726977009202,26,42466.056926487705,0
46,86066.74403701736,637,0.6720594743054715,7,49801.736547836066,0
42,24138.24026996106,803,0.3943724769451038,28,20751.73098005709,0
36,8144.738815549988,512,0.0672426982649118,11,81461.18030518478,0
31,11159.341808163766,596,0.3017590732410367,7,29529.807185985213,0
20,11787.438279439442,519,0.6511523856667948,20,33345.1395545747,0
67,25497.21549701954,839,0.7710589121574848,8,65416.74934287416,0
59,9424.655872259464,722,0.8173801928736344,13,98172.25313725494,0
63,11127.844148849908,498,0.7740812404242103,0,21236.462861325435,0
31,19425.599634232723,490,0.32379175881171596,30,36431.057383436964,0
71,21131.982343689866,428,0.6940890248029998,15,38053.42614944157,1
56,16695.89007170343,460,0.9690787554223833,38,53390.80572555434,0
56,17896.728702537,332,0.13650161214574497,26,83672.99432385869,1
38,10747.734521391392,310,0.7313613824999866,10,72832.14526859298,0
71,27531.07507434774,806,0.40998102257110314,1,21336.04339935249,1
72,8096.709525013806,743,0.22499364923915577,30,71561.26360240922,0
28,20287.053089710414,514,0.32004253571549157,23,13479.664530174423,0
67,53650.517974410446,792,0.16647201692426317,38,19986.516663208542,1
27,18342.441214542712,489,0.8153423730379632,2,39982.575887022256,0
32,10943.306154807236,700,0.3874614451092726,3,35134.53094034951,0
47,20778.380675750064,544,0.9376193494037035,29,87106.93191341114,0
61,18880.759801675435,692,0.9663860554480993,2,99703.67029324043,0
72,24154.68073043949,382,0.9657423543521814,3,21107.030478909357,0
34,23960.178816178242,413,0.15571140468336087,12,66084.809103176,0
71,35635.99379218808,368,0.3463860579708957,13,58662.08663414915,1
73,17136.78888322446,633,0.310384859370031,9,77162.13355431193,0
46,14503.008545317303,460,0.9226786478521308,13,70268.44043100403,0
34,14687.582721315117,406,0.08647521768708766,16,28274.184653536955,0
50,15861.685025054203,746,0.5886154172356839,21,84236.71360676,0
55,25419.60805223917,439,0.48537248387308396,36,48405.650764902384,0
38,11025.785086784445,659,0.9762695405513417,20,93361.40988795154,0
64,13730.451890329052,449,0.9632996251962647,24,56470.977512058715,0
68,22587.53958854567,398,0.42399860064168193,2,29790.68074561722,0
31,40232.18612518365,466,0.441374033448399,18,89722.32091954882,1
27,14154.225960274363,762,0.38453489846446154,31,82799.2390257287,0
78,26228.77704072468,383,0.7891721416798584,14,94746.88236443314,0
59,19846.275614908925,601,0.10018109780342388,23,89460.01545094162,0
40,28333.320545302126,539,0.11614690094741942,8,25274.742661035114,0
56,22691.072007397714,516,0.7046927904833062,9,81715.53576915238,0
56,22326.38971733557,480,0.01668676213802367,31,59824.34177092813,0
31,78926.82619832557,716,0.6710297661324444,39,40928.354765801196,0
64,95310.16603264656,491,0.12869603034964228,6,1755.3238679424426,0
39,19312.193195269956,393,0.7861855790407698,26,70064.32788949758,0
